12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
17,17,7,12,12,7,7,17,12,2,7,2,17,12,7,12,2,17,2,7,7,12,7,2,2,12,12,7,2,2,7,2,17,17,12,17,17,17,2,17,7,2,12,12,2,7,2,17,
7,7,7,2,7,12,17,12,12,12,12,12,12,2,2,2,12,12,7,12,12,7,7,17,12,17,12,2,7,2,2,2,7,12,2,2,7,7,2,7,12,12,2,2,7,12,7,7,
17,12,17,12,2,17,2,7,12,2,7,7,12,12,2,12,2,2,12,12,12,17,2,2,2,12,12,17,12,12,7,17,12,12,12,12,17,2,12,17,17,12,17,12,2,2,7,2,
7,7,7,17,2,12,7,2,17,7,17,7,2,2,12,12,7,12,12,12,17,2,12,17,17,7,7,17,7,2,17,7,12,2,7,12,7,17,2,2,17,2,2,7,2,7,17,2,
12,2,12,7,12,7,7,7,17,7,2,17,12,17,12,12,17,12,2,17,2,2,17,2,2,7,2,2,2,7,7,7,2,17,12,17,17,12,2,17,7,2,17,17,12,12,17,2,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
2,12,12,17,7,7,12,12,12,17,2,7,2,12,7,12,17,7,17,17,17,17,17,17,17,2,12,7,7,7,17,2,2,2,2,2,2,17,2,12,12,2,17,17,2,17,12,7,
17,17,12,12,12,17,2,17,2,12,12,7,17,17,17,7,12,17,2,7,2,17,17,2,7,12,7,17,12,7,12,12,17,2,12,17,7,7,12,12,2,7,2,12,7,2,7,17,
7,7,7,7,7,7,17,12,17,7,7,17,12,17,17,12,7,17,17,17,12,2,12,2,2,17,7,12,12,17,12,17,2,17,12,17,2,12,12,12,7,7,12,12,17,17,17,12,
2,7,17,7,12,7,12,7,2,17,2,2,12,17,17,17,2,7,12,7,12,2,7,7,7,2,2,17,2,7,2,17,12,17,7,17,7,2,17,12,7,2,17,7,17,12,12,17,
17,17,17,2,2,2,2,12,17,17,17,7,2,7,12,12,2,17,17,17,7,7,17,7,12,2,17,2,12,17,12,2,7,12,17,17,2,12,2,12,12,17,2,7,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
